index,image,caption,Intra-img Similarity,Intra-caption Similarity,Avg. Perplexity,PPL Difference,Avg. AMR Length
0,https://storage.cloud.google.com/winoground/images/0/0.jpg?authuser=2,an old person kisses a young person,0.7924612760543823,0.9877558946609497,24.21815517810093,9.990653867937016,5.0
1,https://storage.cloud.google.com/winoground/images/0/1.jpg?authuser=2,a young person kisses an old person,0.7924612760543823,0.9877558946609497,24.21815517810093,9.990653867937016,5.0
2,https://storage.cloud.google.com/winoground/images/1/0.jpg?authuser=2,the taller person hugs the shorter person,0.8075340390205383,0.994314432144165,25.61363232348364,5.138760628350802,10.0
3,https://storage.cloud.google.com/winoground/images/1/1.jpg?authuser=2,the shorter person hugs the taller person,0.8075340390205383,0.994314432144165,25.61363232348364,5.138760628350802,10.0
4,https://storage.cloud.google.com/winoground/images/2/0.jpg?authuser=2,the masked wrestler hits the unmasked wrestler,0.9263686537742615,0.9922780990600586,25.38774921603829,11.794849729305952,7.0
5,https://storage.cloud.google.com/winoground/images/2/1.jpg?authuser=2,the unmasked wrestler hits the masked wrestler,0.9263686537742615,0.9922780990600586,25.38774921603829,11.794849729305952,7.0
6,https://storage.cloud.google.com/winoground/images/3/0.jpg?authuser=2,a person watches an animal,0.5988068580627441,0.9173897504806519,48.52375692296552,0.31234200757555897,3.0
7,https://storage.cloud.google.com/winoground/images/3/1.jpg?authuser=2,an animal watches a person,0.5988068580627441,0.9173897504806519,48.52375692296552,0.31234200757555897,3.0
8,https://storage.cloud.google.com/winoground/images/4/0.jpg?authuser=2,the person without earrings pays the person with earrings,0.9082313776016235,0.9907141923904419,12.820869912241676,0.1607097841184011,7.5
9,https://storage.cloud.google.com/winoground/images/4/1.jpg?authuser=2,the person with earrings pays the person without earrings,0.9082313776016235,0.9907141923904419,12.820869912241676,0.1607097841184011,7.5
10,https://storage.cloud.google.com/winoground/images/5/0.jpg?authuser=2,a bird eats a snake,0.687351405620575,0.9874916076660156,33.6277252892154,6.14934193475078,3.0
11,https://storage.cloud.google.com/winoground/images/5/1.jpg?authuser=2,a snake eats a bird,0.687351405620575,0.9874916076660156,33.6277252892154,6.14934193475078,3.0
