index,image1,caption1,image2,caption2,Intra-img Similarity,Intra-caption Similarity,Avg. Phrase Grounding,Avg. Perplexity,PPL Difference,Avg. AMR Length,Avg. Object Relations
0,https://storage.cloud.google.com/winoground/images/0/0.jpg?authuser=2,an old person kisses a young person,https://storage.cloud.google.com/winoground/images/0/1.jpg?authuser=2,a young person kisses an old person,0.7924612760543823,0.9877558946609496,0.6743444353342056,24.21815517810093,9.990653867937016,5.0,18.0
1,https://storage.cloud.google.com/winoground/images/1/0.jpg?authuser=2,the taller person hugs the shorter person,https://storage.cloud.google.com/winoground/images/1/1.jpg?authuser=2,the shorter person hugs the taller person,0.8075340390205383,0.994314432144165,0.4528327733278274,25.61363232348364,5.138760628350802,10.0,15.0
2,https://storage.cloud.google.com/winoground/images/2/0.jpg?authuser=2,the masked wrestler hits the unmasked wrestler,https://storage.cloud.google.com/winoground/images/2/1.jpg?authuser=2,the unmasked wrestler hits the masked wrestler,0.9263686537742616,0.9922780990600586,0.5987719893455505,25.38774921603829,11.794849729305952,7.0,9.0
3,https://storage.cloud.google.com/winoground/images/3/0.jpg?authuser=2,a person watches an animal,https://storage.cloud.google.com/winoground/images/3/1.jpg?authuser=2,an animal watches a person,0.5988068580627441,0.917389750480652,0.4738255441188812,48.52375692296552,0.3123420075755589,3.0,5.0
4,https://storage.cloud.google.com/winoground/images/4/0.jpg?authuser=2,the person without earrings pays the person with earrings,https://storage.cloud.google.com/winoground/images/4/1.jpg?authuser=2,the person with earrings pays the person without earrings,0.9082313776016236,0.990714192390442,0.5412919521331787,12.820869912241676,0.1607097841184011,7.5,13.0
5,https://storage.cloud.google.com/winoground/images/5/0.jpg?authuser=2,a bird eats a snake,https://storage.cloud.google.com/winoground/images/5/1.jpg?authuser=2,a snake eats a bird,0.687351405620575,0.9874916076660156,0.6751551628112793,33.6277252892154,6.14934193475078,3.0,4.5
6,https://storage.cloud.google.com/winoground/images/6/0.jpg?authuser=2,"a plant was harmed by another organism, and that organism broke the plant into pieces",https://storage.cloud.google.com/winoground/images/6/1.jpg?authuser=2,"another organism was harmed by a plant, and that plant broke the organism into pieces",0.5853807926177979,0.9561331272125244,0.460492879152298,15.922293743637512,2.360487253749195,9.0,1.5
7,https://storage.cloud.google.com/winoground/images/7/0.jpg?authuser=2,a bottle is in water,https://storage.cloud.google.com/winoground/images/7/1.jpg?authuser=2,water is in a bottle,0.6996003985404968,0.8313430547714233,0.6381588727235794,31.739546961767275,37.31207105876776,2.5,2.5
8,https://storage.cloud.google.com/winoground/images/8/0.jpg?authuser=2,a tree smashed into a car,https://storage.cloud.google.com/winoground/images/8/1.jpg?authuser=2,a car smashed into a tree,0.8666463494300842,0.9849761128425598,0.5186749398708344,13.017673948023932,6.409750008187372,3.0,7.5
9,https://storage.cloud.google.com/winoground/images/9/0.jpg?authuser=2,people fall on the leaves,https://storage.cloud.google.com/winoground/images/9/1.jpg?authuser=2,the leaves fall on people,0.8274329900741577,0.8711997270584106,,33.539452141142114,2.041097114972274,3.0,9.0
10,https://storage.cloud.google.com/winoground/images/10/0.jpg?authuser=2,the sail rests below the water,https://storage.cloud.google.com/winoground/images/10/1.jpg?authuser=2,the water rests below the sail,0.8040719032287598,0.950995922088623,0.5466922372579575,47.541738960008274,5.161262653570852,4.0,3.0
11,https://storage.cloud.google.com/winoground/images/11/0.jpg?authuser=2,there is a table below someone,https://storage.cloud.google.com/winoground/images/11/1.jpg?authuser=2,there is someone below a table,0.6531965136528015,0.9323302507400512,0.476380243897438,24.370731653025608,2.1280751694620754,3.0,13.5
12,https://storage.cloud.google.com/winoground/images/12/0.jpg?authuser=2,the image shows a computer on top of books,https://storage.cloud.google.com/winoground/images/12/1.jpg?authuser=2,the image shows books on top of a computer,0.933499038219452,0.974578022956848,0.3978777825832367,18.27944778552358,2.647798409379785,5.0,2.0
13,https://storage.cloud.google.com/winoground/images/13/0.jpg?authuser=2,a caterpillar with some plants,https://storage.cloud.google.com/winoground/images/13/1.jpg?authuser=2,a plant with some caterpillars,0.6083378195762634,0.8740592002868652,0.6114162802696228,27.002985962015,20.76912825786858,3.5,5.5
14,https://storage.cloud.google.com/winoground/images/14/0.jpg?authuser=2,there is a mug in some grass,https://storage.cloud.google.com/winoground/images/14/1.jpg?authuser=2,there is some grass in a mug,0.6741409301757812,0.908130943775177,0.6546987891197205,25.805406223322585,6.761796785973626,3.0,7.5
15,https://storage.cloud.google.com/winoground/images/15/0.jpg?authuser=2,there are more skiers than snowboarders,https://storage.cloud.google.com/winoground/images/15/1.jpg?authuser=2,there are more snowboarders than skiers,0.9217034578323364,0.9922939538955688,0.4119583964347839,6.678366084341433,2.180306978494228,6.5,10.0
16,https://storage.cloud.google.com/winoground/images/16/0.jpg?authuser=2,there are fewer forks than spoons,https://storage.cloud.google.com/winoground/images/16/1.jpg?authuser=2,there are fewer spoons than forks,0.9386045336723328,0.9885151386260986,0.4283884614706039,15.67211737595816,8.49990443787724,4.0,1.0
17,https://storage.cloud.google.com/winoground/images/17/0.jpg?authuser=2,there are more ladybugs than flowers,https://storage.cloud.google.com/winoground/images/17/1.jpg?authuser=2,there are more flowers than ladybugs,0.927885353565216,0.9790427088737488,0.5161030292510986,13.564565632379212,0.4930462323711957,4.0,0.5
18,https://storage.cloud.google.com/winoground/images/18/0.jpg?authuser=2,there is less orange juice than milk,https://storage.cloud.google.com/winoground/images/18/1.jpg?authuser=2,there is less milk than orange juice,0.7067896127700806,0.9760931730270386,,18.1879060260027,0.5741715794214137,5.0,14.0
19,https://storage.cloud.google.com/winoground/images/19/0.jpg?authuser=2,there is more dirt than empty space in the jar,https://storage.cloud.google.com/winoground/images/19/1.jpg?authuser=2,there is more empty space than dirt in the jar,0.9109010696411132,0.956215500831604,0.4621658623218536,14.041489686954588,1.9387928935565475,6.5,9.0
20,https://storage.cloud.google.com/winoground/images/20/0.jpg?authuser=2,there is a bit less milk chocolate than white chocolate,https://storage.cloud.google.com/winoground/images/20/1.jpg?authuser=2,there is a bit less white chocolate than milk chocolate,0.8993028998374939,0.9861006140708924,,13.572435942746704,0.0369928235299656,7.0,1.0
21,https://storage.cloud.google.com/winoground/images/21/0.jpg?authuser=2,a person sits and a dog stands,https://storage.cloud.google.com/winoground/images/21/1.jpg?authuser=2,a person stands and a dog sits,0.5620158314704895,0.9594485759735109,0.6970725357532501,35.202709257174504,1.5835747190825984,5.0,12.5
22,https://storage.cloud.google.com/winoground/images/22/0.jpg?authuser=2,The person with more facial hair lies awake while the other sleeps,https://storage.cloud.google.com/winoground/images/22/1.jpg?authuser=2,The person with more facial hair sleeps while the other lies awake,0.9286178946495056,0.9797994494438172,0.4512075185775757,23.441230991709844,6.227618037021291,10.5,23.0
23,https://storage.cloud.google.com/winoground/images/23/0.jpg?authuser=2,the person in the middle is floating and some others are standing,https://storage.cloud.google.com/winoground/images/23/1.jpg?authuser=2,the person in the middle is standing and some others are floating,0.8975623846054077,0.9862836599349976,0.6053750813007355,17.812372338556596,0.2702971712929525,8.0,7.5
24,https://storage.cloud.google.com/winoground/images/24/0.jpg?authuser=2,the person closer to the camera weightlifts and the person farther from the camera runs,https://storage.cloud.google.com/winoground/images/24/1.jpg?authuser=2,the person closer to the camera runs and the person farther from the camera weightlifts,0.8172174096107483,0.990681290626526,0.609499529004097,16.147041498931664,0.8822237990623307,15.0,13.0
25,https://storage.cloud.google.com/winoground/images/25/0.jpg?authuser=2,the person with the white collared shirt waters the plant while the other holds it,https://storage.cloud.google.com/winoground/images/25/1.jpg?authuser=2,the person with the white collared shirt holds the plant while the other waters it,0.8645234704017639,0.9742075204849244,0.4497204422950744,16.15642941861946,1.4811653357532428,11.5,9.5
26,https://storage.cloud.google.com/winoground/images/26/0.jpg?authuser=2,the taller person chops food and the shorter person eats food,https://storage.cloud.google.com/winoground/images/26/1.jpg?authuser=2,the taller person eats food and the shorter person chops food,0.8442367911338806,0.9903546571731568,0.5892075896263123,26.899208272159463,4.899506520838592,14.0,16.0
27,https://storage.cloud.google.com/winoground/images/27/0.jpg?authuser=2,the person with the ponytail packs stuff and other buys it,https://storage.cloud.google.com/winoground/images/27/1.jpg?authuser=2,the person with the ponytail buys stuff and other packs it,0.9635918140411376,0.9639692306518556,0.5784310102462769,45.05638776860623,12.583146325321614,9.0,15.5
28,https://storage.cloud.google.com/winoground/images/28/0.jpg?authuser=2,a person walking in a field of yellow flowers with a red dress,https://storage.cloud.google.com/winoground/images/28/1.jpg?authuser=2,a person walking in a field of red flowers with a yellow dress,0.8388795256614685,0.9931471347808838,0.732528030872345,14.751380832411606,0.5886365371297675,8.0,8.5
29,https://storage.cloud.google.com/winoground/images/29/0.jpg?authuser=2,a brown dog is on a white couch,https://storage.cloud.google.com/winoground/images/29/1.jpg?authuser=2,a white dog is on a brown couch,0.7735828161239624,0.98393714427948,0.7578132748603821,23.478461835049423,3.3866302908673944,4.5,26.5
30,https://storage.cloud.google.com/winoground/images/30/0.jpg?authuser=2,a blue bird is next to a red berry,https://storage.cloud.google.com/winoground/images/30/1.jpg?authuser=2,a red bird is next to a blue berry,0.7432816028594971,0.9417543411254884,0.6460058689117432,18.9712572750094,2.576847383016215,5.0,20.0
31,https://storage.cloud.google.com/winoground/images/31/0.png?authuser=2,The red book is above the yellow book and below the blue book,https://storage.cloud.google.com/winoground/images/31/1.png?authuser=2,The yellow book is above the blue book and below the red book,0.9723801612854004,0.9430762529373168,0.4485455304384231,9.579135985966172,0.3352156687459331,12.0,0.0
32,https://storage.cloud.google.com/winoground/images/32/0.png?authuser=2,astronauts in blue suits with a red planet in the background,https://storage.cloud.google.com/winoground/images/32/1.png?authuser=2,astronauts in red suits with a blue planet in the background,0.886815071105957,0.9819111824035645,0.6414827406406403,10.447957260175988,1.8033712003044968,7.0,0.0
33,https://storage.cloud.google.com/winoground/images/33/0.jpg?authuser=2,the square table has a round base,https://storage.cloud.google.com/winoground/images/33/1.jpg?authuser=2,the round table has a square base,0.5235140919685364,0.97403085231781,0.8442903459072113,31.355977719365544,6.218847589708766,5.0,14.5
34,https://storage.cloud.google.com/winoground/images/34/0.jpg?authuser=2,pointy bushes are behind rectangular bushes,https://storage.cloud.google.com/winoground/images/34/1.jpg?authuser=2,rectangular bushes are behind pointy bushes,0.8182719945907593,0.9885834455490112,,91.81570062220722,41.300532049094926,6.0,0.0
