True Similarity,Diff from False - Text Retrieval,Diff from False - Image Retrieval,Text Retrieval,Image Retrieval
0.9877529144287109,0.09559589624404907,-0.005036532878875732,False,True
0.975644588470459,-0.017144858837127686,0.08348757028579712,True,False
0.0006025671027600765,-0.0008178886491805315,-0.001420693937689066,False,False
0.004826496355235577,0.002803235314786434,0.0034060406032949686,True,True
0.9940074682235718,0.0010358691215515137,-0.0009173154830932617,False,True
0.996722400188446,0.0017976164817810059,0.0037508010864257812,True,True
0.4847821593284607,0.3758072704076767,-0.005479663610458374,False,True
0.28058063983917236,-0.2096811830997467,0.17160575091838837,True,False
0.9866086840629578,0.8704499453306198,0.019851267337799072,True,True
0.02708829566836357,-0.9396691210567951,-0.08907044306397438,False,False
0.993100643157959,0.059351205825805664,0.03618824481964111,True,True
0.9773958921432495,0.02048349380493164,0.04364645481109619,True,True
0.008905232883989811,0.008904352772447055,0.005705792456865311,True,True
9.453859206587367e-07,-0.0031984950412038415,6.52743779028242e-08,True,False
0.013306427747011185,0.006446280051022768,0.0117079020710662,True,True
0.20714765787124634,0.20554913219530135,0.20028751017525792,True,True
0.8187357783317566,0.1112128496170044,0.6237227767705917,True,True
0.7716531157493591,0.5766401141881943,0.06413018703460693,True,True
0.0011551484931260347,-0.042689696652814746,-0.000182156334631145,False,False
0.03505551815032959,0.03371821332257241,-0.00878932699561119,False,True
0.8508418202400208,0.8335466030985117,0.058968544006347656,True,True
0.09079879522323608,-0.701074481010437,0.07350357808172703,True,False
0.9337102770805359,0.9282171847298741,0.13742738962173462,True,True
0.0014988241018727422,-0.7947840633569285,-0.003994268248789012,False,False
0.8147972822189331,-0.16731131076812744,0.32153716683387756,True,False
0.9892191290855408,0.49595901370048523,0.007110536098480225,True,True
0.930312991142273,0.33798861503601074,0.7223654985427856,True,True
0.518967866897583,0.3110203742980957,-0.0733565092086792,False,True
0.9989922642707825,0.7605695873498917,0.35393136739730835,True,True
0.9314621090888977,0.2864012122154236,0.6930394321680069,True,True
0.29649844765663147,0.1687541902065277,0.0718926191329956,True,True
0.27814438939094543,0.05353856086730957,0.15040013194084167,True,True
0.048844728618860245,-0.3012630008161068,-0.06937738135457039,False,False
0.44805511832237244,0.3298330083489418,0.0979473888874054,True,True
0.6665238738059998,0.00678640604019165,-0.05702245235443115,False,True
0.7585152983665466,0.03496897220611572,0.09877783060073853,True,True
0.19132789969444275,-0.4483179748058319,0.012363284826278687,True,False
0.5013883709907532,0.3224237561225891,-0.13825750350952148,False,True
0.8670610785484314,-0.11271148920059204,-0.013506412506103516,False,False
0.9751268625259399,0.09455937147140503,-0.004645705223083496,False,True
0.9272814393043518,0.4033704996109009,-0.0068291425704956055,False,True
0.5396396517753601,-0.3944709300994873,0.01572871208190918,True,False
0.7032555341720581,0.592236153781414,0.5018644034862518,True,True
